model,chips,fps
model_explorer_fralik_ObjectDetection-MLNet_GitHub,2,250.4
model_explorer_DenseNet121_6e8dbf535919f3665894e1643018fd62_KerasApps,2,123.9
model_explorer_NVIDIA-ISAAC-ROS_isaac_ros_proximity_segmentation_GitHub,2,32.6
model_explorer_hayden-donnelly_ntg-unity_GitHub_6,2,14.5
model_explorer_EfficientNet-EdgeTpu(L)_e9ddde77d8af5568ab029d573b8189a2_Coral,2,124.6
model_explorer_scrfd_2.5g_85e187d907d436a6d20485740cc69ebb_Hailo,2,219.7
model_explorer_MobileNetv1BodyPix_3ab328d0d776f5f2ad986cfd606e19fe_Coral,2,136.2
model_explorer_hayden-donnelly_ntg-unity_GitHub_4,2,14.5
model_explorer_onnx_models_GitHub_123,2,250.8
model_explorer_yolov5xs_wo_spp_6528487dbd275787a9c4ffc9d024ca28_Hailo,2,171.5
model_explorer_yolov6n_52c522be794879750c5196c36d7e353f_Hailo,2,193.6
model_explorer_georg-jung_FaceAiSharp.Models_GitHub_2,2,219.7
model_explorer_scott-lam_Garbage-Sorting-DNN-With-WLKATA-Mirobot_GitHub_1,2,124.7
model_explorer_hayden-donnelly_ntg-unity_GitHub_8,2,14.5
model_explorer_Aktyn_Protaktyn_GitHub,2,30.7
model_explorer_JosephCatrambone_pixelbox_GitHub,2,25.9
model_explorer_EdgeTPU-DeepLab-slim_6244a7653f1ca8d9e26af59c06e4565c_Coral,2,138.3
model_explorer_facial_cartoonizer_local_model,2,47.5
model_explorer_ankurdave_bird-models_GitHub_5,2,124.3
model_explorer_yolov8n_local_model,2,151.8
model_explorer_dce_local_model,2,96.3
model_explorer_PoseNetMobileNetV1_01948f4c147dc296873c78124e70ac52_Coral,2,115.8
model_explorer_axinc-ai_onnx-quantization_GitHub_6,2,149.3
model_explorer_EfficientNetV2B2_edfae983179c823c6355c473a31205d5_KerasApps,2,164.7
model_explorer_PyDNet2_c8cbf05e7acd68547118c30ab634a3af_PINTO_27,2,71.8
model_explorer_YOLOXTiny_d6da6e0f3471db4c021da55e9223e487_OpenVINO,2,126.5
model_explorer_yolov7_tiny_3e111ae3003696ae7063f21b9494896f_Hailo,2,102.1
model_explorer_yolox_s_ti_lite_local_model,2,64.2
model_explorer_scott-lam_Garbage-Sorting-DNN-With-WLKATA-Mirobot_GitHub,2,105.8
model_explorer_yolov5s_leaky_local_model,2,95.9
model_explorer_aurelien-m_depth_GitHub,2,62.8
model_explorer_yolov5s_seg_5ef60a42d4f9860fe7f6c35f15c46ad6_Hailo,2,65.2
model_explorer_quarrying_quarrying-insect-id_GitHub,2,72.3
model_explorer_human-pose-estimation-3d-0001_f493762d4a7455b8364d2c381399f3f8_OpenVINO,2,143.7
model_explorer_yolop320_local_model,2,79.2
model_explorer_slayerkenneth_FYP_BoAR_PSAN2_38_GitHub_1,2,91.1
model_explorer_TBEFN_3c187f503d0e13ab838280a4f0679168_PINTO_8,2,79.6
model_explorer_yolov7_tiny_640_local_model,2,107.8
model_explorer_MobileNetv1BodyPix_fbd07d714e17fed28f1d6dc38b74ea95_Coral,2,116
model_explorer_r0bb23_rcv_me_not_me_GitHub,2,47.8
model_explorer_Zero-DCE-TF_db23a34552efae2ef9b7c5b9636fd5dc_PINTO_8,2,82.2
model_explorer_SCL-LLE_f7aeed7e07f078e4efa345c7c6b3f790_PINTO_46,2,82.2
model_explorer_Taiki92777_streamlit_demo2_GitHub,2,92.8
model_explorer_kayou11_Projet-Datascience_GitHub,2,54.7
model_explorer_Ashlo_Covid19-xray-Flask-app_GitHub,2,53.3
model_explorer_EfficientNet-EdgeTpu(L)*_9a6b2c33330c883950e5ef5afd421566_Coral,2,127
model_explorer_yolov5s_189f9282a7b765c60fa9142c10266988_Hailo,2,91.1
model_explorer_openvinotoolkit_openvino_GitHub_26,2,120.5
model_explorer_ssdmobilenet_v1_800_local_model,2,135.2
model_explorer_unet_mobilenet_v2_578b17af49d3deb3e3c1d43049533aa6_Hailo,2,23.3
model_explorer_MonadWizard_PNEUMONIA-prediction-using-keras-VGG16_GitHub,2,53.3
model_explorer_ankurdave_bird-models_GitHub_4,2,93.3
model_explorer_raytheonbbn_tak-ml_GitHub_3,2,53.1
model_explorer_sayannath_SANUS-WEB_GitHub,2,53.3
model_explorer_acmmmsys_2018-Mimir_GitHub,2,56.6
model_explorer_wep21_mmdeploy_model_zoo_GitHub,2,62.7
model_explorer_IP1102_Face-Mask-Detection_GitHub,2,51.2
model_explorer_Fast-SRGAN_3fa02ec11ad9cbb8149b97b4745a868f_PINTO_2,2,47.3
model_explorer_jumpnet_local_model,2,64.8
model_explorer_Surat-96_A-E2E-Covid19-Prediction_GitHub,2,56.6
model_explorer_AOD-Net_e04d02afa1538a23305586dc856ddea4_PINTO_3,2,10
model_explorer_TBEFN_3c187f503d0e13ab838280a4f0679168_PINTO_40,2,62.1
model_explorer_yolov8n_seg_878dff037d1faf27fe0e5a7a59f9e36f_Hailo,2,103.9
model_explorer_opencv_opencv_zoo_GitHub_2,2,52.9
model_explorer_yolov5n6_6.1_e835245de516fd91d5b7541d8ea88aa2_Hailo,2,41.1
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_40,2,24.1
model_explorer_bisenet_local_model,2,79.3
model_explorer_yolox_s_leaky_78743adf7aeabf23e45c3f66c336bc68_Hailo,2,50.9
model_explorer_yolov8s_local_model,2,22
model_explorer_yolox_s_local_model,2,58
model_explorer_YOLO-6D-Pose_c19df40c4dfdfaba5bd100f3649199d1_PINTO_4,2,37.2
model_explorer_scrfd_10g_c5d8080387e24521eb4ca8ec266987b0_Hailo,2,79.1
model_explorer_M-LSD_068202de165844f96307a44e9e1910f8_PINTO_1,2,21.8
model_explorer_raytheonbbn_tak-ml_GitHub,2,36.2
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_41,2,24.1
model_explorer_centerpose_repvgg_a0_2cb59738f18009921a7931bfc3d3f26d_Hailo,2,64.4
model_explorer_beltoforion_the-tourist-filter_GitHub,2,20.8
model_explorer_yolov8s_467f5686cfa49bb9b780ea79cc7bd3ad_Hailo,2,51.7
model_explorer_yolov8s_seg_f613612eb66d7bf5de6cab15aa885386_Hailo,2,13.5
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_43,2,38.4
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_42,2,38.4
model_explorer_Zero-DCE-improved_e6ae9392ba368ab059e2aa9e207c8464_PINTO_3,2,43.7
model_explorer_peter81725_Food-Fighter_GitHub,2,65
model_explorer_PyDNet2_c8cbf05e7acd68547118c30ab634a3af_PINTO,2,31.6
model_explorer_text_detection_db_db1a72a425cef7f168473f1607c061b3_PINTO_9,2,20.4
model_explorer_text_detection_db_db1a72a425cef7f168473f1607c061b3_PINTO_7,2,20.4
model_explorer_Zero-DCE-improved_e6ae9392ba368ab059e2aa9e207c8464_PINTO_21,2,35.5
model_explorer_zero_dce_4c70bab607cb30d3f72ba948f1b93570_Hailo,2,26.4
model_explorer_linknet_resnet18_local_model,2,13.6
model_explorer_Zero-DCE-TF_db23a34552efae2ef9b7c5b9636fd5dc_PINTO_38,2,27.8
model_explorer_squeezedet_plus_kitti_local_model,2,38.3
model_explorer_autowarefoundation_modelzoo_GitHub,2,8.5
model_explorer_yolox_s_wide_leaky_c75142893fb3ab1b654f91a7bfe87e31_Hailo,2,10.1
model_explorer_nanodet_repvgg_a1_640_a161b2f78882f718915e80d683ba09b4_Hailo,2,58.1
model_explorer_yolop640_local_model,2,20.6
model_explorer_CenterNet(CTDETwithDLAV0)512x512_4d7de97c51fcdcd5c0b2738bc0e241b1_OpenVINO,2,15.8
model_explorer_SFA3D_da2fe07968833012feed1f44c6811fc1_PINTO_7,2,28.5
model_explorer_Graft-PSMNet_898d0e12e1def41cd880d4ca8e9f6cc7_PINTO_6,2,21.3
model_explorer_PMN_1b7efe05bf702c8dbc674de90b374981_PINTO_8,2,17.9
model_explorer_SFA3D_da2fe07968833012feed1f44c6811fc1_PINTO,2,28.5
model_explorer_deblur_gan_local_model,2,14.2
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_14,2,21.4
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_13,2,21.4
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_5,2,32.2
model_explorer_fcn8_resnet_v1_18_af05ccf5e55e24919d5e376751a91fca_Hailo,2,26.4
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_8,2,32.2
model_explorer_fcn16_resnet_v1_18_9638e9d06af80875b6acf3d514f9a1fa_Hailo,2,26.4
model_explorer_Tartisan_MMDet3d-CenterPoint_GitHub_1,2,10.3
model_explorer_NREL_Panel-Segmentation_GitHub_1,2,10.4
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_36,2,5.7
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_37,2,5.7
model_explorer_Fast-SRGAN_3fa02ec11ad9cbb8149b97b4745a868f_PINTO_22,2,2.8
model_explorer_mbllen_lowlight_with_noise_local_model,2,3.3
