Model,FPS
model_explorer_unet_mobilenet_v2_578b17af49d3deb3e3c1d43049533aa6_Hailo,40.42984
model_explorer_unet_ultrasound_local_model,590.3213
model_explorer_unetplusplus_local_model,244.8596
model_explorer_URetinex-Net_4ac8242609816866ddfacc736328807a_PINTO_42,13.17539
model_explorer_usubioinfo_malivhustandalone_GitHub,2410.869
model_explorer_utopiaZhang_devops_for_datascience_GitHub,2400.083
model_explorer_utopiaZhang_devops_for_datascience_GitHub_1,2378.367834
model_explorer_utopiaZhang_devops_for_datascience_GitHub_2,2441.18
model_explorer_uwsbel_autonomy-research-testbed_GitHub,106.0514101
model_explorer_Vaish1591_Rice-Leaf-Disease-Analyzer_GitHub,1571.723
model_explorer_VarunAkav_Comp_int_NN_GitHub,2367.75
model_explorer_vehicle-attributes-recognition-barrier-0039_24bce763e81d631cbef3a103f77d9c7f_PINTO_5,2710.753
model_explorer_vehicle-attributes-recognition-barrier-0042_8a6998b14372a9a9b3f62d0caf3bca34_PINTO_5,1636.482
model_explorer_vehicle-detection-0200_ddcdbc50476adbba978b19992a5bbcd7_PINTO_6,1432.729
model_explorer_vehicle-lang_vehicle_GitHub_1,2477.216
model_explorer_vehicle-license-plate-detection-barrier-0106_e5a332ce547ffd8c098f0f501d38af08_PINTO,899.2143
model_explorer_VikrantShah_AI-DocHelper_GitHub_1,1418.998
model_explorer_wep21_mmdeploy_model_zoo_GitHub,127.0811
model_explorer_WHENet_2f83111daad55806e6a32ef0c0879264_PINTO_5,727.6661
model_explorer_wilsonloo_faceEmotionAndroid_GitHub_1,2283.261
model_explorer_wilsonloo_faceEmotionCppLinux_GitHub,2344.976
model_explorer_wilsonloo_faceEmotionCppLinux_GitHub_1,2258.278
model_explorer_wilsonloo_faceEmotionCppLinux_GitHub_2,2312.295
model_explorer_xmartlabs_malaria-detector_GitHub_1,2338.619
model_explorer_xMinh129_yimotion_training_GitHub,2378.4
model_explorer_YAMNet_4a5f991ff1ae5529ac2a9166ac5dc226_PINTO_13,2774.814
model_explorer_YAMNet_4a5f991ff1ae5529ac2a9166ac5dc226_PINTO_4,2655.251
model_explorer_yeahaluu_Public_Sinsunai_GitHub,97.57663
model_explorer_yeahaluu_Public_Sinsunai_GitHub_1,97.61826
model_explorer_yichenghuang980_emotion-detection_GitHub,2458.788
model_explorer_yinguobing_head-pose-estimation_GitHub,899.9366
model_explorer_YOLO-6D-Pose_c19df40c4dfdfaba5bd100f3649199d1_PINTO_4,64.62595
model_explorer_yolo3_mobilenet_lite_416_coco_local_model,38.73124
model_explorer_yolop320_local_model,178.9254874
model_explorer_yolop640_local_model,39.97609
model_explorer_yolov1_tiny_local_model,448.0035
model_explorer_yolov3_tiny_local_model,543.2846
model_explorer_yolov3-lite_54861eb28f72c109b69d2110ba8cde5c_PINTO_4,885.4489
model_explorer_yolov3-lite_54861eb28f72c109b69d2110ba8cde5c_PINTO_5,885.8307
model_explorer_YOLOv5_Face_36483c4542b0ef195191ad8329579095_PINTO_1,797.918
model_explorer_YOLOv5_Face_36483c4542b0ef195191ad8329579095_PINTO_6,798.5321
model_explorer_yolov5n_leaky_320_local_model,181.5652
model_explorer_yolov5n_leaky_416_local_model,41.83861
model_explorer_yolov5n_leaky_local_model,164.1797
model_explorer_yolov5n_seg_83812029796508bc2cd73bcaa7587de8_Hailo,85.4194
model_explorer_yolov5n6_6.1_e835245de516fd91d5b7541d8ea88aa2_Hailo,41.00260587
model_explorer_yolov5s_189f9282a7b765c60fa9142c10266988_Hailo,155.39
model_explorer_yolov5s_leaky_320_local_model,581.8159
model_explorer_yolov5s_leaky_416_local_model,357.1866
model_explorer_yolov5s_leaky_local_model,157.8729
model_explorer_yolov5s_seg_5ef60a42d4f9860fe7f6c35f15c46ad6_Hailo,86.47883
model_explorer_yolov5xs_wo_spp_6528487dbd275787a9c4ffc9d024ca28_Hailo,240.155
model_explorer_yolov5xs_wo_spp_nms_core_9d0e38032c9383042d99a3ec5f55f5c7_Hailo,38.80274
model_explorer_yolov6n_0.2.1_24df965c49f689e0e995a3de172fea67_Hailo,231.4547
model_explorer_yolov6n_52c522be794879750c5196c36d7e353f_Hailo,227.8099
model_explorer_yolov7_tiny_320_local_model,195.8092
model_explorer_yolov7_tiny_3e111ae3003696ae7063f21b9494896f_Hailo,164.6114
model_explorer_yolov7_tiny_416_local_model,39.18351
model_explorer_yolov7_tiny_640_local_model,164.928
model_explorer_yolov8m-cls_local_model,384.6183613
model_explorer_yolov8n_fde050d28c8b0e5265c982d24516d82a_Hailo,222.6284
model_explorer_yolov8n_local_model,226.9099
model_explorer_yolov8n_seg_878dff037d1faf27fe0e5a7a59f9e36f_Hailo,77.31353572
model_explorer_yolov8n-cls_local_model,1552.629
model_explorer_yolov8s_467f5686cfa49bb9b780ea79cc7bd3ad_Hailo,95.99506
model_explorer_yolov8s_local_model,90.71634
model_explorer_yolov8s_seg_f613612eb66d7bf5de6cab15aa885386_Hailo,25.15703
model_explorer_yolov8s-cls_local_model,1318.665
model_explorer_yolox_nano_local_model,576.5197
model_explorer_yolox_nano_ti_lite_local_model,552.7775
model_explorer_yolox_s_416x416_ti_lite_local_model,192.6921
model_explorer_yolox_s_leaky_78743adf7aeabf23e45c3f66c336bc68_Hailo,100.1588
model_explorer_yolox_s_local_model,97.26295
model_explorer_yolox_s_ti_lite_local_model,99.72201
model_explorer_yolox_s_wide_leaky_c75142893fb3ab1b654f91a7bfe87e31_Hailo,16.86699
model_explorer_yolox_tiny_34697d4032cefac72fc123fd4f949327_Hailo,356.5029
model_explorer_yolox_tiny_local_model,356.6322
model_explorer_yolox_tiny_ti_lite_local_model,310.9773
model_explorer_YOLOXTiny_d6da6e0f3471db4c021da55e9223e487_OpenVINO,353.1092
model_explorer_YuNet_62443df09472306e47a98f70b9922e9e_PINTO,2366.241
model_explorer_YuNet_62443df09472306e47a98f70b9922e9e_PINTO_7,2404.307
model_explorer_YuNetV2_7211ef47fdd0f316eea7a167c2838751_PINTO_3,236.5247
model_explorer_YuNetV2_7211ef47fdd0f316eea7a167c2838751_PINTO_7,236.0323
model_explorer_yuradanyliuk_AutomaticParking_GitHub,2685.228
model_explorer_yuradanyliuk_AutomaticParking_GitHub_1,2693.698
model_explorer_yuradanyliuk_AutomaticParking_GitHub_2,2631.066
model_explorer_yuradanyliuk_AutomaticParking_GitHub_3,2654.717
model_explorer_yuradanyliuk_AutomaticParking_GitHub_4,2725.386
model_explorer_yuradanyliuk_AutonomousParking_GitHub,2735.811
model_explorer_zero_dce_4c70bab607cb30d3f72ba948f1b93570_Hailo,47.07278
model_explorer_Zero-DCE-improved_e6ae9392ba368ab059e2aa9e207c8464_PINTO_21,49.55963
model_explorer_Zero-DCE-improved_e6ae9392ba368ab059e2aa9e207c8464_PINTO_3,59.45189
model_explorer_Zero-DCE-TF_db23a34552efae2ef9b7c5b9636fd5dc_PINTO_38,49.62747
model_explorer_Zero-DCE-TF_db23a34552efae2ef9b7c5b9636fd5dc_PINTO_8,147.4632
model_explorer_zetane_viewer_GitHub_17,723.632
model_explorer_ZICCORP_deep-learning-projects_GitHub,2462.695
model_explorer_ZJU-lishuang_yolov5_tensorrt_GitHub_1,166.5284
model_explorer_zznlzz_dxy_GitHub,227.5724
